id	label	x	y	cluster	weight<Links>	weight<Total link strength>	weight<Occurrences>	score<Avg. pub. year>	score<Avg. cit. impact>	score<Perc. JASIST>	score<Perc. JOI>	score<Perc. Scientometrics>	score<Perc. USA>	score<Perc. China>	score<Perc. Belgium>	score<Perc. Netherlands>	score<Perc. OA free to read>	score<Perc. OA green>	score<Perc. OA hybrid>
1048	submission	0.1667	0.6504	2	184	307	36	2012.7778	1.0061	0.3611	0.1111	0.5278	0.2222	0.1389	0.1111	0	0.5	0.5	0
1049	subscription	-0.5969	0.604	2	107	144	17	2012.8824	1.5109	0.6471	0	0.3529	0.2941	0.0588	0	0	0.2353	0.1765	0.0588
1050	substitute	0.1379	0.5271	2	101	111	14	2012.1429	1.5038	0.3571	0.1429	0.5	0.3571	0	0	0.0714	0.2857	0.2857	0
1051	suitability	0.433	0.0894	1	124	148	14	2013.1429	0.4292	0.5	0.0714	0.4286	0.2857	0.0714	0	0	0.5	0.5	0
1052	support vector machine	0.7911	-0.451	1	85	134	14	2012.1429	0.9579	0.8571	0.0714	0.0714	0.3571	0.1429	0	0	0.1429	0.1429	0
1053	sweden	-1.0828	-0.2159	3	166	270	19	2013	0.9916	0.0526	0.0526	0.8947	0	0.2105	0	0.0526	0.1579	0.1579	0
1054	synergy	-0.2833	-0.5577	3	110	141	16	2012.9375	0.9418	0.3125	0.125	0.5625	0.3125	0.125	0.0625	0.3125	0.3125	0.3125	0
1055	syntactic	0.8126	-0.3526	1	78	96	10	2012.2	0.5843	0.9	0	0.1	0.5	0.1	0	0	0.2	0.2	0
1056	system design	1.2199	-0.1123	1	134	213	17	2011.0588	0.6331	1	0	0	0.6471	0.0588	0	0.0588	0.1765	0.1765	0
1057	systematic analysis	-0.0325	0.7536	2	71	81	10	2012.5	2.2838	0.1	0.4	0.5	0.2	0.2	0.2	0	0.3	0.3	0
1058	systematic difference	-0.5757	0.7176	2	83	112	11	2012.3636	1.8955	0.3636	0.4545	0.1818	0.1818	0	0.0909	0.3636	0.6364	0.6364	0
1059	systematic review	0.5838	0.1397	1	91	103	12	2014.25	1.3922	0.5833	0	0.4167	0.4167	0	0	0	0.25	0.25	0
1060	tag	1.0242	-0.181	1	277	598	54	2012.537	0.7155	0.8519	0.0741	0.0741	0.4259	0.2037	0	0.037	0.2407	0.2222	0.0185
1061	tail	-0.2917	0.6352	2	151	233	32	2011.7812	1.34	0.25	0.375	0.375	0.0625	0.1562	0.2812	0.0312	0.375	0.375	0
1062	taiwan	-0.6783	-0.6741	3	310	672	58	2011.7759	1.0524	0.1207	0.0517	0.8276	0.1207	0.1724	0.0172	0	0.1552	0.1379	0.0172
1063	task	1.115	-0.202	1	599	2567	249	2011.996	0.7827	0.8072	0.0522	0.1406	0.3695	0.0843	0.0201	0.0321	0.245	0.2169	0.0281
1064	taxonomy	0.8247	-0.249	1	215	331	39	2011.8462	0.5264	0.6154	0.0769	0.3077	0.4103	0.0769	0	0.0256	0.2308	0.2308	0
1065	teacher	0.6916	0.0797	1	115	164	14	2012.2857	0.5925	0.7857	0	0.2143	0.5714	0.0714	0	0	0	0	0
1066	technological development	-0.2193	-0.7347	4	165	242	22	2012.8182	1.119	0	0	1	0.1818	0.0455	0	0.0909	0.2273	0.2273	0
1067	technological field	-0.1849	-0.8128	4	99	147	20	2011.8	1.1431	0.05	0.05	0.9	0.25	0.05	0.05	0	0.25	0.25	0
1068	technological innovation	-0.1997	-0.8601	4	131	188	19	2012.6316	0.7112	0.1053	0.1579	0.7368	0.1579	0.2632	0.1053	0.0526	0.0526	0.0526	0
1069	technology development	-0.2348	-0.7248	4	102	136	13	2012.5385	1.0474	0.1538	0	0.8462	0.0769	0.1538	0.0769	0	0	0	0
1070	technology study	-0.0689	0.5467	2	83	97	11	2012.6364	3.0135	0.3636	0.2727	0.3636	0.2727	0.0909	0.0909	0.5455	0.6364	0.5455	0.0909
1071	terminology	0.7618	-0.1496	1	129	163	18	2011.1111	1.159	0.5556	0	0.4444	0.5	0.1111	0.1111	0.0556	0.0556	0	0.0556
1072	test collection	1.153	-0.4541	1	120	251	25	2012	0.485	0.96	0	0.04	0.24	0.16	0	0.04	0.56	0.56	0
1073	testing	0.4283	0.3827	1	253	387	38	2012.5526	0.982	0.6316	0.1316	0.2368	0.4474	0.0263	0.0263	0.0789	0.3421	0.2895	0.0526
1074	text	0.7767	-0.3389	1	571	1837	205	2012.122	0.8859	0.6829	0.0537	0.2634	0.3854	0.1024	0.0439	0.0488	0.2146	0.1902	0.0244
1075	text classification	0.7983	-0.4245	1	96	163	22	2011.0909	1.0046	0.9545	0.0455	0	0.3182	0	0.0455	0	0.3182	0.3182	0
1076	text mining	0.4811	-0.5135	1	171	241	28	2012.75	0.7695	0.4643	0.0714	0.4643	0.4286	0.2143	0.0357	0	0.2143	0.2143	0
1077	text mining technique	0.6155	-0.4675	1	110	126	10	2012.3	0.5948	0.4	0.1	0.5	0.2	0.2	0.1	0	0.3	0.3	0
1078	theoretical basis	0.3576	-0.1576	1	87	100	12	2013.6667	1.7852	0.6667	0.1667	0.1667	0.1667	0.1667	0	0.0833	0.0833	0.0833	0
1079	theoretical framework	0.9082	0.2517	1	164	237	23	2012	0.7822	0.7826	0.0435	0.1739	0.3913	0.1304	0.087	0.087	0	0	0
1080	theory	0.6185	0.25	1	762	2728	351	2011.9715	0.8971	0.641	0.0769	0.2821	0.3162	0.114	0.0427	0.0627	0.2137	0.188	0.0256
1081	thomson reuters	-0.6227	0.511	2	325	594	58	2012.6724	2.0006	0.3103	0.1552	0.5345	0.1724	0.0862	0.069	0.1897	0.4483	0.3966	0.0517
1082	thomson scientific	-0.6134	0.5671	2	122	155	16	2008.9375	3.1378	0.375	0.0625	0.5625	0.25	0	0.0625	0.375	0.3125	0.3125	0
1083	thought	0.4245	0.1608	1	120	158	20	2013.4	0.8586	0.55	0.1	0.35	0.2	0.15	0.15	0.1	0.2	0.15	0.05
1084	thousand	0.6489	-0.2828	1	145	200	21	2013.0476	0.8947	0.619	0.0476	0.3333	0.4762	0.0476	0	0	0.0952	0.0952	0
1085	threshold value	-0.1121	0.1495	2	49	62	12	2011.5	0.904	0.1667	0.25	0.5833	0	0	0.25	0.0833	0.3333	0.3333	0
1086	time span	-0.2444	-0.2415	4	138	175	18	2012.3333	0.9055	0.2778	0.1111	0.6111	0.2778	0.3333	0.0556	0	0.2222	0.2222	0
1087	title word	-0.5555	-0.209	3	92	136	11	2012.2727	1.3509	0.2727	0.0909	0.6364	0.1818	0.3636	0	0.2727	0.2727	0.2727	0
1088	top journal	-0.6321	0.1351	2	134	178	21	2013.2857	0.4046	0.0952	0.0952	0.8095	0.0952	0.3333	0	0.0476	0.0952	0.0952	0
1089	top scientist	-0.3607	0.314	2	58	75	10	2011.8	1.1166	0.3	0.4	0.3	0	0	0	0.2	0.5	0.5	0
1090	topic model	0.4958	-0.4746	1	102	122	14	2013.3571	0.9989	0.2143	0.3571	0.4286	0.4286	0.2857	0	0	0	0	0
1091	topic modeling	0.4879	-0.4649	1	85	104	11	2014.1818	1.3187	0.2727	0.2727	0.4545	0.4545	0.2727	0	0.0909	0.2727	0.1818	0.0909
1092	topology	-0.0332	-0.4023	4	134	184	25	2011.08	1.9275	0.28	0.36	0.36	0.6	0.08	0.04	0.08	0.4	0.36	0.04
1093	total citation	-0.7687	0.3027	2	273	452	44	2011.5455	1.4355	0.3409	0.0682	0.5909	0.1136	0.2045	0.0227	0.1136	0.3636	0.3636	0
1094	total number	-0.5533	0.4173	2	460	946	100	2012.18	0.9091	0.24	0.17	0.59	0.13	0.06	0.14	0.04	0.22	0.19	0.03
1095	total publication	-1.2208	-0.1245	3	131	204	15	2013.3333	1.0483	0.0667	0.0667	0.8667	0.2667	0.2	0	0	0.0667	0.0667	0
1096	trademark office	-0.2903	-0.8728	4	143	294	23	2011.7826	1.1413	0.1304	0.1304	0.7391	0.087	0.3043	0.0435	0.087	0.2609	0.2174	0.0435
1097	traditional approach	0.1539	-0.3711	4	98	117	15	2011.9333	0.9879	0.5333	0.2	0.2667	0.1333	0.1333	0.0667	0.0667	0.3333	0.2667	0.0667
1098	traditional method	0.3887	-0.2529	4	96	108	12	2013.6667	0.8768	0.4167	0.0833	0.5	0.5	0.1667	0	0	0.25	0.25	0
1099	training	0.7784	-0.0508	1	293	465	42	2011.1667	0.4985	0.5952	0.0476	0.3571	0.4286	0.0952	0.0238	0.0714	0.3333	0.2619	0.0714
1100	transparency	0.1794	0.5734	2	87	105	14	2013.4286	2.0247	0.7857	0	0.2143	0.2857	0	0.0714	0.0714	0.4286	0.3571	0.0714
1101	trec	1.1774	-0.4458	1	96	201	19	2010.6316	0.3687	0.9474	0	0.0526	0.3158	0.2105	0	0.0526	0.4211	0.4211	0
1102	triple helix	-0.3566	-0.6649	3	139	247	26	2012.3462	1.1559	0.2308	0.0385	0.7308	0	0.0769	0.1154	0.2692	0.1538	0.1154	0.0385
1103	trust	1.0396	0.3175	1	177	287	28	2012.3214	0.9863	0.9286	0	0.0714	0.4286	0.0714	0	0.1071	0.3214	0.2857	0.0357
1104	turkey	-0.9497	-0.2026	3	183	270	23	2012.4783	0.8196	0	0.0435	0.9565	0.1304	0.0435	0.087	0.0435	0.1739	0.1739	0
1105	tweet	0.9232	-0.1638	1	162	315	33	2014.8788	2.3835	0.7879	0.0303	0.1818	0.303	0.0909	0	0.0606	0.3333	0.2424	0.0909
1106	twitter	0.93	-0.1344	1	190	368	39	2014.0256	2.3869	0.6923	0.0513	0.2564	0.3333	0.0769	0	0.0256	0.3333	0.2821	0.0513
1107	uncitedness	-0.3546	0.3358	2	77	90	13	2012.3846	1.0797	0.5385	0.2308	0.2308	0.1538	0.2308	0.3846	0.0769	0.2308	0.1538	0.0769
1108	understanding	0.6674	0.0016	1	728	2383	249	2012.1687	0.7685	0.5863	0.0562	0.3574	0.3936	0.1446	0.0321	0.0361	0.2329	0.2209	0.012
1109	united kingdom	-1.0527	0.0658	3	248	436	29	2013.1379	1.883	0.3793	0.0345	0.5862	0.2414	0.1034	0.0345	0.0345	0.2759	0.2414	0.0345
1110	united state	-0.9212	-0.3154	3	277	497	38	2012.9211	1.0792	0.3158	0.0789	0.6053	0.5263	0.1579	0	0.1053	0.2105	0.2105	0
1111	united states	-0.8572	-0.1961	3	422	897	78	2012.3974	1.068	0.4231	0.0641	0.5128	0.359	0.1923	0.0256	0.0385	0.1667	0.141	0.0256
1112	united states patent	-0.2885	-0.8822	4	115	211	16	2010.875	0.9158	0	0.25	0.75	0.125	0.375	0	0	0.125	0.125	0
1113	university department	-0.0865	0.2632	2	94	121	13	2011.8462	0.7989	0	0.0769	0.9231	0.1538	0	0	0	0.2308	0.2308	0
1114	university ranking	-0.2495	0.2982	2	212	360	41	2013.3902	1.5138	0.1463	0.0244	0.8293	0.0244	0.122	0.0488	0.1463	0.3171	0.2683	0.0488
1115	url	1.2032	0.0813	1	153	268	24	2011.25	1.0192	0.7083	0.0417	0.25	0.25	0	0	0	0.4583	0.4583	0
1116	urls	1.2117	0.0786	1	89	159	16	2011.4375	0.7741	0.8125	0.0625	0.125	0.25	0	0	0	0.25	0.25	0
1117	us patent	-0.2745	-0.8388	4	153	256	22	2011.8182	0.8871	0.1364	0	0.8636	0.2273	0.1364	0.0909	0.1818	0.2273	0.1818	0.0455
1118	usa	-1.1163	-0.2678	3	559	2213	158	2012.3734	0.9837	0.019	0.0633	0.9177	0.0759	0.443	0.0253	0.0506	0.2025	0.1899	0.0127
1119	usability	1.131	0.1507	1	137	220	25	2010.24	0.7766	0.76	0.12	0.12	0.4	0.12	0.04	0	0.2	0.16	0.04
1120	usefulness	0.804	0.1449	1	443	888	93	2012.2903	1.0419	0.5914	0.0968	0.3118	0.2581	0.1613	0.0215	0.0215	0.2903	0.2473	0.043
1121	user	1.1341	-0.0047	1	725	4476	428	2011.8902	0.844	0.8598	0.0374	0.1028	0.4463	0.1005	0.014	0.0444	0.264	0.2313	0.0327
1122	user behavior	1.2991	0.1255	1	125	205	17	2011.5882	1.4145	1	0	0	0.4706	0	0	0.0588	0.2353	0.2353	0
1123	user experience	1.2465	0.2197	1	109	189	16	2012.375	1.1146	1	0	0	0.5	0	0	0.0625	0.375	0.3125	0.0625
1124	user satisfaction	1.1709	0.2611	1	126	197	16	2010.25	1.0543	1	0	0	0.3125	0.25	0	0.0625	0.375	0.3125	0.0625
1125	user study	1.3126	-0.2241	1	204	487	39	2011.2564	0.4786	0.9487	0.0256	0.0256	0.4872	0.0513	0	0.0513	0.3846	0.359	0.0256
1126	uspto	-0.2815	-0.8535	4	143	285	25	2011.2	0.9888	0.08	0.12	0.8	0.08	0.2	0.08	0.2	0.2	0.2	0
1127	utility	0.5514	0.1843	1	283	424	49	2011.4286	0.9309	0.5714	0.0612	0.3673	0.4082	0.102	0	0.0204	0.2653	0.2245	0.0408
1128	vanclay	-0.0042	0.7238	2	36	53	11	2012	0.9196	0	0.0909	0.9091	0.2727	0	0.0909	0.0909	0	0	0
1129	variance	-0.2824	0.5366	2	277	437	46	2011.6087	1.3497	0.5	0.1304	0.3696	0.2826	0.0652	0.0435	0.1304	0.4565	0.3913	0.0652
1130	variant	-0.072	0.4626	2	321	610	72	2011.9444	1.784	0.2917	0.4167	0.2917	0.1111	0.0833	0.0833	0.0694	0.3611	0.3472	0.0139
1131	vector	0.1442	-0.1572	2	188	265	32	2012	1.1258	0.5	0.1875	0.3125	0.1875	0.1562	0.1562	0.1562	0.4062	0.4062	0
1132	vector space model	0.6366	-0.4969	1	87	125	13	2010.2308	0.5154	0.6923	0	0.3077	0.3077	0.2308	0.1538	0.1538	0.2308	0.2308	0
1133	vice versa	0.1386	-0.1049	3	104	121	12	2013.3333	0.7402	0.4167	0.0833	0.5	0.1667	0.0833	0	0.0833	0.3333	0.3333	0
1134	video	1.0783	-0.1107	1	183	326	29	2011.069	0.7129	1	0	0	0.5862	0.1379	0	0	0.2414	0.2414	0
1135	vision	-0.4505	-0.4809	3	123	162	20	2011.05	0.6866	0.4	0	0.6	0.3	0	0.05	0.1	0.25	0.2	0.05
1136	vocabulary	0.8803	-0.2586	1	183	289	33	2012.0909	0.6866	0.8485	0.0606	0.0909	0.6667	0.0606	0.0303	0.1212	0.3636	0.3636	0
1137	vol	-0.0824	0.1203	2	92	99	45	2012.5778	0.0688	0.4444	0.1111	0.4444	0.1333	0.1778	0.0889	0.0222	0.4444	0.0444	0.4
1138	vosviewer	-0.0622	-0.1948	4	129	165	16	2014	2.3296	0.125	0.125	0.75	0.25	0.1875	0	0.4375	0.4375	0.375	0.0625
1139	water resource	-1.0286	-0.5385	3	108	159	12	2013.75	0.9167	0.0833	0.0833	0.8333	0.25	0.6667	0	0.0833	0.1667	0.1667	0
1140	web document	0.9087	-0.294	1	115	150	14	2011.0714	0.7189	0.7857	0.0714	0.1429	0.2857	0.1429	0	0.0714	0	0	0
1141	web page	1.2171	-0.0175	1	220	425	38	2011.1316	0.6372	0.6579	0.0263	0.3158	0.3947	0.2632	0	0.0263	0.2632	0.2105	0.0526
1142	web presence	0.476	0.0656	1	89	120	13	2012.3077	0.9447	0.3077	0	0.6923	0.1538	0.1538	0	0.0769	0.4615	0.4615	0
1143	web search	1.3563	-0.0612	1	141	301	23	2011.2174	0.7268	1	0	0	0.3913	0.0435	0	0	0.3478	0.3478	0
1144	web search engine	1.3767	-0.1533	1	146	313	27	2010.4815	0.6782	0.8889	0.037	0.0741	0.3704	0.1481	0	0.037	0.4815	0.4444	0.037
1145	web site	1.1891	0.0318	1	254	488	47	2009.2553	0.9065	0.7447	0.1064	0.1489	0.4468	0.1277	0	0.0426	0.3191	0.2979	0.0213
1146	web user	1.215	0.0346	1	89	140	14	2011	0.7553	0.9286	0	0.0714	0.3571	0.2143	0	0.0714	0.3571	0.3571	0
1147	webometric	0.0722	0.0946	2	122	156	21	2011.0952	1.2792	0.0952	0.1905	0.7143	0.1429	0.1905	0.1905	0.0952	0.2857	0.2381	0.0476
1148	website	0.7726	0.0289	1	392	891	92	2012.7283	0.8328	0.6413	0.0435	0.3152	0.3587	0.1087	0.0109	0	0.2935	0.2609	0.0326
1149	wide variety	0.7909	-0.3024	1	142	194	21	2011.8571	2.0145	0.619	0	0.381	0.2857	0.0476	0.0476	0.0952	0.5238	0.4762	0.0476
1150	wikipedia	0.9548	0.3539	1	239	457	52	2012.8077	0.8438	0.8846	0.0577	0.0577	0.3654	0.0577	0	0	0.3269	0.3077	0.0192
1151	woman	-0.1261	0.0383	2	285	559	61	2011.8852	0.9334	0.2623	0.082	0.6557	0.2295	0.0328	0	0.0164	0.1148	0.0984	0.0164
1152	word	0.4636	-0.3783	1	567	1446	152	2012.0263	1.0099	0.5329	0.0855	0.3816	0.2303	0.1974	0.0329	0.0789	0.2763	0.2566	0.0197
1153	word analysis	0.2129	-0.5665	4	133	182	19	2013	1.4215	0.1053	0.1579	0.7368	0.1053	0.4211	0	0	0.0526	0.0526	0
1154	world average	-0.9634	-0.0512	3	115	151	13	2012.9231	1.5479	0	0.2308	0.7692	0	0.1538	0.0769	0.1538	0.3077	0.3077	0
1155	world universities	-0.1933	0.3025	2	66	115	13	2012.6154	1.5556	0.0769	0	0.9231	0	0	0.1538	0	0.2308	0.2308	0
1156	world wide web	0.656	-0.4306	1	176	261	23	2011.6957	0.9228	0.4783	0.087	0.4348	0.3913	0.3043	0	0	0.1739	0.1739	0
1157	wos	-0.5777	0.3787	2	433	905	88	2012.6705	2.6259	0.2727	0.1591	0.5682	0.1136	0.0795	0.0455	0.2045	0.3864	0.3523	0.0341
1158	writing	0.2697	0.1929	2	134	172	20	2013.6	0.6806	0.35	0	0.65	0.2	0.1	0	0.1	0.3	0.3	0
1159	xml	1.1884	-0.2729	1	52	71	11	2010.9091	0.2409	0.9091	0	0.0909	0.1818	0	0	0.1818	0.3636	0.2727	0.0909
1160	yahoo	1.1857	0.1454	1	128	224	21	2011.0476	0.8697	0.7619	0	0.2381	0.2857	0.1905	0	0	0.2381	0.2381	0
1161	year citation window	-0.4895	0.705	2	72	96	11	2011.8182	1.6291	0.2727	0.1818	0.5455	0.0909	0	0	0	0.5455	0.5455	0
1162	year impact factor	-0.4444	0.7455	2	79	113	13	2012.4615	0.6837	0.2308	0.3846	0.3846	0.2308	0	0	0.0769	0.3846	0.3846	0
1163	year period	-0.5929	-0.0678	3	351	624	65	2012.1231	1.1606	0.1231	0.1231	0.7538	0.2154	0.0923	0.0462	0.0462	0.2462	0.2	0.0462
1164	youtube	0.9886	-0.1407	1	109	148	12	2012.5	1.943	0.9167	0	0.0833	0.6667	0.25	0	0	0.25	0.25	0
1165	zipf	-0.1406	0.5639	2	76	96	11	2013.3636	0.7048	0.1818	0.1818	0.6364	0	0.0909	0.3636	0.0909	0.2727	0.2727	0
